7534,Barry,Oui,Hainaut
5370,Barvaux-Condroz,Oui,Namur
6940,Barvaux-Sur-Ourthe,Oui,Luxembourg
4520,Bas-Oha,Oui,Liège
7784,Bas-Warneton,Oui,Hainaut
7971,Basècles,Oui,Hainaut
4983,Basse-Bodeux,Oui,Liège
4690,BASSENGE,Non,Liège
9968,Bassevelde,Oui,Flandre-Orientale
7830,Bassilly,Oui,Hainaut
6600,BASTOGNE,Non,Luxembourg
3870,Batsheers,Oui,Limbourg
4651,Battice,Oui,Liège
7130,Battignies,Oui,Hainaut
7331,Baudour,Oui,Hainaut
7870,Bauffe,Oui,Hainaut
7604,Baugnies,Oui,Hainaut
1401,Baulers,Oui,Brabant Wallon
9520,Bavegem,Oui,Flandre-Orientale
8531,Bavikhove,Oui,Flandre-Occidentale
9150,Bazel,Oui,Flandre-Orientale
4052,Beaufays,Oui,Liège
6500,BEAUMONT,Non,Hainaut
5570,BEAURAING,Non,Namur
6980,Beausaint,Oui,Luxembourg
1320,BEAUVECHAIN,Non,Brabant Wallon
6594,Beauwelz,Oui,Hainaut
7532,Beclers,Oui,Hainaut
3960,Beek,Oui,Limbourg
9630,Beerlegem,Oui,Flandre-Orientale
8730,BEERNEM,Non,Flandre-Occidentale
2340,BEERSE,Non,Anvers
1650,BEERSEL,Non,Brabant Flamand
8600,Beerst,Oui,Flandre-Occidentale
1673,Beert,Oui,Brabant Flamand
9080,Beervelde,Oui,Flandre-Orientale
2580,Beerzel,Oui,Anvers
5000,Beez,Oui,Namur
6987,Beffe,Oui,Luxembourg
3130,BEGIJNENDIJK,Non,Brabant Flamand
6672,Beho,Oui,Luxembourg
1852,Beigem,Oui,Brabant Flamand
8480,Bekegem,Oui,Flandre-Occidentale
1730,Bekkerzeel,Oui,Brabant Flamand
3460,BEKKEVOORT,Non,Brabant Flamand
5001,Belgrade,Oui,Namur
4610,Bellaire,Oui,Liège
7170,Bellecourt,Oui,Hainaut
5555,Bellefontaine,Oui,Namur
6730,Bellefontaine,Oui,Luxembourg
8510,Bellegem,Oui,Flandre-Occidentale
9881,Bellem,Oui,Flandre-Orientale
6834,Bellevaux,Oui,Luxembourg
4960,Bellevaux-Ligneuville,Oui,Liège
1674,Bellingen,Oui,Brabant Flamand
7970,BELOEIL,Non,Hainaut
9111,Belsele,Oui,Flandre-Orientale
4500,Ben-Ahin,Oui,Liège
6941,Bende,Oui,Luxembourg
3540,Berbroek,Oui,Limbourg
2600,Berchem,Oui,Anvers
9690,Berchem,Oui,Flandre-Orientale
1082,BERCHEM-SAINTE-AGATHE,Non,Bruxelles (19 communes)
2040,Berendrecht,Oui,Anvers
1910,Berg,Oui,Brabant Flamand
3700,Berg,Oui,Limbourg
4360,Bergilers,Oui,Liège
3580,BERINGEN,Non,Limbourg
2590,BERLAAR,Non,Anvers
9290,BERLARE,Non,Flandre-Orientale
3830,Berlingen,Oui,Limbourg
4257,BERLOZ,Non,Liège
4607,Berneau,Oui,Liège
7320,BERNISSART,Non,Hainaut
6560,Bersillies-L'Abbaye,Oui,Hainaut
3060,BERTEM,Non,Brabant Flamand
6687,BERTOGNE,Non,Luxembourg
4280,Bertrée,Oui,Liège
6880,BERTRIX,Non,Luxembourg
5651,Berzée,Oui,Namur
8980,Beselare,Oui,Flandre-Occidentale
3130,Betekom,Oui,Brabant Flamand
4300,Bettincourt,Oui,Liège
5030,Beuzet,Oui,Namur
2560,Bevel,Oui,Anvers
4960,Bevercé,Oui,Liège
9700,Bevere,Oui,Flandre-Orientale
8791,Beveren,Oui,Flandre-Occidentale
8800,Beveren,Oui,Flandre-Occidentale
8691,Beveren-Aan-De-Ijzer,Oui,Flandre-Occidentale
9120,BEVEREN-WAAS,Non,Flandre-Orientale
3581,Beverlo,Oui,Limbourg
3740,Beverst,Oui,Limbourg
4610,BEYNE-HEUSAY,Non,Liège
6543,Bienne-Lez-Happart,Oui,Hainaut
3360,BIERBEEK,Non,Brabant Flamand
6533,Biercée,Oui,Hainaut
1301,Bierges,Oui,Brabant Wallon
1430,Bierghes,Oui,Brabant Wallon
4460,Bierset,Oui,Liège
5380,Bierwart,Oui,Namur
5640,Biesme,Oui,Namur
6531,Biesme-Sous-Thuin,Oui,Hainaut
5640,Biesmerée,Oui,Namur
1547,BIÉVÈNE,Non,Brabant Flamand
5555,BIÈVRE,Non,Namur
1390,Biez,Oui,Brabant Wallon
6690,Bihain,Oui,Luxembourg
8920,Bikschote,Oui,Flandre-Occidentale
4831,Bilstain,Oui,Liège
3740,BILZEN,Non,Limbourg
7130,BINCHE,Non,Hainaut
3850,Binderveld,Oui,Limbourg
3211,Binkom,Oui,Brabant Flamand
5537,Bioul,Oui,Namur
8501,Bissegem,Oui,Flandre-Occidentale
7783,Bizet,Oui,Hainaut
2830,Blaasveld,Oui,Anvers
5542,Blaimont,Oui,Namur
7522,Blandain,Oui,Hainaut
3052,Blanden,Oui,Brabant Flamand
8370,BLANKENBERGE,Non,Flandre-Occidentale
7040,Blaregnies,Oui,Hainaut
7321,Blaton,Oui,Hainaut
7370,Blaugies,Oui,Hainaut
4670,BLÉGNY,Non,Liège
7620,Bléharies,Oui,Hainaut
4280,Blehen,Oui,Liège
6760,Bleid,Oui,Luxembourg
4300,Bleret,Oui,Liège
7903,Blicquy,Oui,Hainaut
3950,BOCHOLT,Non,Limbourg
4537,Bodegnée,Oui,Liège
2530,BOECHOUT,Non,Anvers
3890,Boekhout,Oui,Limbourg
9961,Boekhoute,Oui,Flandre-Orientale
4250,Boëlhe,Oui,Liège
8904,Boezinge,Oui,Flandre-Occidentale
1670,Bogaarden,Oui,Brabant Flamand
5550,Bohan,Oui,Namur
5140,Boignée,Oui,Namur
4690,Boirs,Oui,Liège
7170,Bois-D'Haine,Oui,Hainaut
7866,Bois-De-Lessines,Oui,Hainaut
5170,Bois-De-Villers,Oui,Namur
4560,Bois-Et-Borsu,Oui,Liège
5310,Bolinne,Oui,Namur
4653,Bolland,Oui,Liège
1367,Bomal,Oui,Brabant Wallon
6941,Bomal-Sur-Ourthe,Oui,Luxembourg
4607,Bombaye,Oui,Liège
3840,Bommershoven,Oui,Limbourg
7603,Bon-Secours,Oui,Hainaut
4100,Boncelles,Oui,Liège
5310,Boneffe,Oui,Namur
2820,BONHEIDEN,Non,Anvers
5021,Boninne,Oui,Namur
1325,Bonlez,Oui,Brabant Wallon
6700,Bonnert,Oui,Luxembourg
5300,Bonneville,Oui,Namur
5377,Bonsin,Oui,Namur
2221,Booischot,Oui,Anvers
8630,Booitshoeke,Oui,Flandre-Occidentale
2850,BOOM,Non,Anvers
3631,Boorsem,Oui,Limbourg
3190,BOORTMEERBEEK,Non,Brabant Flamand
1761,Borchtlombeek,Oui,Brabant Flamand
2140,Borgerhout,Oui,Anvers
3840,BORGLOON,Non,Limbourg
4317,Borlez,Oui,Liège
3891,Borlo,Oui,Limbourg
6941,Borlon,Oui,Luxembourg
2880,BORNEM,Non,Anvers
1404,Bornival,Oui,Brabant Wallon
2150,BORSBEEK,Non,Anvers
9552,Borsbeke,Oui,Flandre-Orientale
5032,Bossière,Oui,Namur
8583,Bossuit,Oui,Flandre-Occidentale
1390,Bossut-Gottechain,Oui,Brabant Wallon
3300,Bost,Oui,Brabant Flamand
5032,Bothey,Oui,Namur
9820,Bottelare,Oui,Flandre-Orientale
6200,Bouffioulx,Oui,Hainaut
5004,Bouge,Oui,Namur
7040,Bougnies,Oui,Hainaut
6830,BOUILLON,Non,Luxembourg
6464,Bourlers,Oui,Hainaut
5575,Bourseigne-Neuve,Oui,Namur
5575,Bourseigne-Vieille,Oui,Namur
7110,Boussoit,Oui,Hainaut
7300,BOUSSU,Non,Hainaut
5660,Boussu-En-Fagne,Oui,Namur
6440,Boussu-Lez-Walcourt,Oui,Hainaut
1470,Bousval,Oui,Brabant Wallon
3370,BOUTERSEM,Non,Brabant Flamand
5500,Bouvignes-Sur-Meuse,Oui,Namur
7803,Bouvignies,Oui,Hainaut
2288,Bouwel,Oui,Anvers
8680,Bovekerke,Oui,Flandre-Occidentale
3870,Bovelingen,Oui,Limbourg
4300,Bovenistier,Oui,Liège
5081,Bovesse,Oui,Namur
6671,Bovigny,Oui,Luxembourg
4990,Bra,Oui,Liège
7604,Braffe,Oui,Hainaut
5590,Braibant,Oui,Namur
1420,BRAINE-L'ALLEUD,Non,Brabant Wallon
1440,BRAINE-LE-CHÂTEAU,Non,Brabant Wallon
7090,BRAINE-LE-COMTE,Non,Hainaut
4260,BRAIVES,Non,Liège
9660,BRAKEL,Non,Flandre-Orientale
5310,Branchon,Oui,Namur
6800,Bras,Oui,Luxembourg
7604,Brasmenil,Oui,Hainaut
2930,BRASSCHAAT,Non,Anvers
7130,Bray,Oui,Hainaut
2960,BRECHT,Non,Anvers
8450,BREDENE,Non,Flandre-Occidentale
3960,BREE,Non,Limbourg
2870,Breendonk,Oui,Anvers
4020,Bressoux,Oui,Liège
8900,Brielen,Oui,Flandre-Occidentale
2520,Broechem,Oui,Anvers
3840,Broekom,Oui,Limbourg
7940,BRUGELETTE,Non,Hainaut
8000,BRUGGE,Non,Flandre-Occidentale
5660,Brûly,Oui,Namur
5660,Brûly-De-Pesche,Oui,Namur
7620,BRUNEHAUT,Non,Hainaut
1785,Brussegem,Oui,Brabant Flamand
3800,Brustem,Oui,Limbourg
1000,BRUXELLES,Non,Bruxelles (19 communes)
7641,Bruyelle,Oui,Hainaut
6222,Brye,Oui,Hainaut
3440,Budingen,Oui,Brabant Flamand
9255,BUGGENHOUT,Non,Flandre-Orientale
7911,Buissenal,Oui,Hainaut
5580,Buissonville,Oui,Namur
1501,Buizingen,Oui,Brabant Flamand
1910,Buken,Oui,Brabant Flamand
4760,BULLANGE,Non,Liège
8630,Bulskamp,Oui,Flandre-Occidentale
3380,Bunsbeek,Oui,Brabant Flamand
2070,Burcht,Oui,Anvers
4210,BURDINNE,Non,Liège
6927,Bure,Oui,Luxembourg
4790,BURG-REULAND,Non,Liège
9420,Burst,Oui,Flandre-Orientale
7602,Bury,Oui,Hainaut
4750,BUTGENBACH,Non,Liège
3891,Buvingen,Oui,Limbourg
7133,Buvrinnes,Oui,Hainaut
6743,Buzenol,Oui,Luxembourg
6230,Buzet,Oui,Hainaut
7604,Callenelle,Oui,Hainaut
7642,Calonne,Oui,Hainaut
7940,Cambron-Casteau,Oui,Hainaut
7870,Cambron-Saint-Vincent,Oui,Hainaut
6850,Carlsbourg,Oui,Luxembourg
7141,Carnières,Oui,Hainaut
7061,Casteau,Oui,Hainaut
5650,Castillon,Oui,Namur
4317,Celles,Oui,Liège
5561,Celles,Oui,Namur
7760,CELLES,Non,Hainaut
4632,Cérexhe-Heuseux,Oui,Liège
5630,CERFONTAINE,Non,Namur
1341,Céroux-Mousty,Oui,Brabant Wallon
4650,Chaineux,Oui,Liège
5550,Chairière,Oui,Namur
5020,Champion,Oui,Namur
6971,Champlon,Oui,Luxembourg
6921,Chanly,Oui,Luxembourg
6742,Chantemelle,Oui,Luxembourg
7903,Chapelle-À-Oie,Oui,Hainaut
7903,Chapelle-À-Wattines,Oui,Hainaut
7160,CHAPELLE-LEZ-HERLAIMONT,Non,Hainaut
4537,Chapon-Seraing,Oui,Liège
6000,CHARLEROI,Non,Hainaut
4654,Charneux,Oui,Liège
6824,Chassepierre,Oui,Luxembourg
1450,CHASTRE,Non,Brabant Wallon
1450,Chastre-Villeroux-Blanmont,Oui,Brabant Wallon
5650,Chastrès,Oui,Namur
6200,CHÂTELET,Non,Hainaut
6200,Châtelineau,Oui,Hainaut
6747,Châtillon,Oui,Luxembourg
4050,CHAUDFONTAINE,Non,Liège
1325,CHAUMONT-GISTOUX,Non,Brabant Wallon
7063,Chaussée-Notre-Dame-Louvignies,Oui,Hainaut
4032,Chênee,Oui,Liège
6673,Cherain,Oui,Luxembourg
4602,Cheratte,Oui,Liège
7521,Chercq,Oui,Hainaut
5590,Chevetogne,Oui,Namur
4987,Chevron,Oui,Liège
7950,CHIÈVRES,Non,Hainaut
6460,CHIMAY,Non,Hainaut
6810,CHINY,Non,Luxembourg
4400,Chokier,Oui,Liège
5560,Ciergnon,Oui,Namur
5590,CINEY,Non,Namur
4260,Ciplet,Oui,Liège
7024,Ciply,Oui,Hainaut
1480,Clabecq,Oui,Brabant Wallon
4560,CLAVIER,Non,Liège
4890,Clermont,Oui,Liège
5650,Clermont,Oui,Namur
4480,Clermont-Sous-Huy,Oui,Liège
5022,Cognelée,Oui,Namur
7340,COLFONTAINE,Non,Hainaut
4170,COMBLAIN-AU-PONT,Non,Liège
4180,Comblain-Fairon,Oui,Liège
4180,Comblain-La-Tour,Oui,Liège
7780,Comines,Oui,Hainaut
7780,COMINES-WARNETON,Non,Hainaut
5590,Conneux,Oui,Namur
1435,Corbais,Oui,Brabant Wallon
6838,Corbion,Oui,Luxembourg
7910,Cordes,Oui,Hainaut
5620,Corenne,Oui,Namur
4860,Cornesse,Oui,Liège
5555,Cornimont,Oui,Namur
5032,Corroy-Le-Château,Oui,Namur
1325,Corroy-Le-Grand,Oui,Brabant Wallon
4257,Corswarem,Oui,Liège
1450,Cortil-Noirmont,Oui,Brabant Wallon
5380,Cortil-Wodon,Oui,Namur
6010,Couillet,Oui,Hainaut
6120,Cour-Sur-Heure,Oui,Hainaut
6180,COURCELLES,Non,Hainaut
5336,Courrière,Oui,Namur
1490,COURT-SAINT-ETIENNE,Non,Brabant Wallon
4218,Couthuin,Oui,Liège
5300,Coutisse,Oui,Namur
1380,Couture-Saint-Germain,Oui,Brabant Wallon
5660,COUVIN,Non,Namur
4280,Cras-Avernas,Oui,Liège
4280,Crehen,Oui,Liège
4367,CRISNÉE,Non,Liège
7120,Croix-Lez-Rouveroy,Oui,Hainaut
4784,Crombach,Oui,Liège
5332,Crupet,Oui,Namur
7033,Cuesmes,Oui,Hainaut
6880,Cugnon,Oui,Luxembourg
5660,Cul-Des-Sarts,Oui,Namur
5562,Custinne,Oui,Namur
8890,Dadizele,Oui,Flandre-Occidentale
5660,Dailly,Oui,Namur
9160,Daknam,Oui,Flandre-Orientale
4607,DALHEM,Non,Liège
8340,DAMME,Non,Flandre-Occidentale
6767,Dampicourt,Oui,Luxembourg
6020,Dampremy,Oui,Hainaut
4253,Darion,Oui,Liège
5630,Daussois,Oui,Namur
5020,Daussoulx,Oui,Namur
5100,Dave,Oui,Namur
6929,DAVERDISSE,Non,Luxembourg
8420,DE HAAN,Non,Flandre-Occidentale
9170,De Klinge,Oui,Flandre-Orientale
8630,De Moeren,Oui,Flandre-Occidentale
8660,DE PANNE,Non,Flandre-Occidentale
9840,DE PINTE,Non,Flandre-Orientale
8540,DEERLIJK,Non,Flandre-Occidentale
9570,Deftinge,Oui,Flandre-Orientale
9800,DEINZE,Non,Flandre-Orientale
9280,Denderbelle,Oui,Flandre-Orientale
9450,Denderhoutem,Oui,Flandre-Orientale
9470,DENDERLEEUW,Non,Flandre-Orientale
9200,DENDERMONDE,Non,Flandre-Orientale
9400,Denderwindeke,Oui,Flandre-Orientale
5537,Denée,Oui,Namur
8720,DENTERGEM,Non,Flandre-Occidentale
7912,Dergneau,Oui,Hainaut
2480,DESSEL,Non,Anvers
8792,Desselgem,Oui,Flandre-Occidentale
9070,DESTELBERGEN,Non,Flandre-Orientale
9042,Desteldonk,Oui,Flandre-Orientale
9831,Deurle,Oui,Flandre-Orientale
2100,Deurne,Oui,Anvers
3290,Deurne,Oui,Brabant Flamand
7864,Deux-Acren,Oui,Hainaut
5310,Dhuy,Oui,Namur
1831,Diegem,Oui,Brabant Flamand
3590,DIEPENBEEK,Non,Limbourg
3290,DIEST,Non,Brabant Flamand
3700,Diets-Heur,Oui,Limbourg
8900,Dikkebus,Oui,Flandre-Occidentale
9630,Dikkele,Oui,Flandre-Orientale
9890,Dikkelvenne,Oui,Flandre-Orientale
8600,DIKSMUIDE,Non,Flandre-Occidentale
1700,DILBEEK,Non,Brabant Flamand
3650,Dilsen,Oui,Limbourg
3650,DILSEN-STOKKEM,Non,Limbourg
5500,DINANT,Non,Namur
5570,Dion,Oui,Namur
1325,Dion-Valmont,Oui,Brabant Wallon
4820,DISON,Non,Liège
6960,Dochamps,Oui,Luxembourg
9130,Doel,Oui,Flandre-Orientale
6836,Dohan,Oui,Luxembourg
5680,DOISCHE,Non,Namur
4140,Dolembreux,Oui,Liège
4357,DONCEEL,Non,Liège
1370,Dongelberg,Oui,Brabant Wallon
3540,Donk,Oui,Limbourg
6536,Donstiennes,Oui,Hainaut
5530,Dorinne,Oui,Namur
3440,Dormaal,Oui,Brabant Flamand
7711,Dottignies,Oui,Hainaut
7370,DOUR,Non,Hainaut
5670,Dourbes,Oui,Namur
8951,Dranouter,Oui,Flandre-Occidentale
5500,Dréhance,Oui,Namur
8600,Driekapellen,Oui,Flandre-Occidentale
3350,Drieslinter,Oui,Brabant Flamand
1620,DROGENBOS,Non,Brabant Flamand
9031,Drongen,Oui,Flandre-Orientale
8380,Dudzele,Oui,Flandre-Occidentale
2570,DUFFEL,Non,Anvers
3080,Duisburg,Oui,Brabant Flamand
3803,Duras,Oui,Limbourg
6940,DURBUY,Non,Luxembourg
5530,Durnal,Oui,Namur
1653,Dworp,Oui,Brabant Flamand
4690,Eben-Emael,Oui,Liège
6860,Ebly,Oui,Luxembourg
7190,ECAUSSINNES,Non,Hainaut
7190,Ecaussinnes-D'Enghien,Oui,Hainaut
7191,Ecaussinnes-Lalaing,Oui,Hainaut
2650,EDEGEM,Non,Anvers
9700,Edelare,Oui,Flandre-Orientale
9900,EEKLO,Non,Flandre-Orientale
8480,Eernegem,Oui,Flandre-Occidentale
8740,Egem,Oui,Flandre-Occidentale
8630,Eggewaartskapelle,Oui,Flandre-Occidentale
5310,EGHEZÉE,Non,Namur
4120,Ehein,Oui,Liège
4480,Ehein,Oui,Liège
3740,Eigenbilzen,Oui,Limbourg
2430,Eindhout,Oui,Anvers
9700,Eine,Oui,Flandre-Orientale
3630,Eisden,Oui,Limbourg
9810,Eke,Oui,Flandre-Orientale
2180,Ekeren,Oui,Anvers
9160,Eksaarde,Oui,Flandre-Orientale
3941,Eksel,Oui,Limbourg
3650,Elen,Oui,Limbourg
9620,Elene,Oui,Flandre-Orientale
1982,Elewijt,Oui,Brabant Flamand
3400,Eliksem,Oui,Brabant Flamand
1671,Elingen,Oui,Brabant Flamand
4590,Ellemelle,Oui,Liège
7890,ELLEZELLES,Non,Hainaut
7910,Ellignies-Lez-Frasnes,Oui,Hainaut
7972,Ellignies-Saint-Anne,Oui,Hainaut
3670,Ellikom,Oui,Limbourg
7370,Elouges,Oui,Hainaut
9790,Elsegem,Oui,Flandre-Orientale
4750,Elsenborn,Oui,Liège
9660,Elst,Oui,Flandre-Orientale
8906,Elverdinge,Oui,Flandre-Occidentale
9140,Elversele,Oui,Flandre-Orientale
2520,Emblem,Oui,Anvers
4053,Embourg,Oui,Liège
8870,Emelgem,Oui,Flandre-Occidentale
5080,Emines,Oui,Namur
5363,Emptinne,Oui,Namur
9700,Ename,Oui,Flandre-Orientale
3800,Engelmanshoven,Oui,Limbourg
7850,ENGHIEN,Non,Hainaut
4480,ENGIS,Non,Liège
1350,Enines,Oui,Brabant Wallon
4800,Ensival,Oui,Liège
7134,Epinois,Oui,Hainaut
1980,Eppegem,Oui,Brabant Flamand
5580,Eprave,Oui,Namur
7050,Erbaut,Oui,Hainaut
7050,Erbisoeul,Oui,Hainaut
7500,Ere,Oui,Hainaut
9320,Erembodegem,Oui,Flandre-Orientale
6997,EREZÉE,Non,Luxembourg
5644,Ermeton-Sur-Biert,Oui,Namur
5030,Ernage,Oui,Namur
6972,Erneuville,Oui,Luxembourg
4920,Ernonheid,Oui,Liège
9420,Erondegem,Oui,Flandre-Orientale
9420,Erpe,Oui,Flandre-Orientale
9420,ERPE-MERE,Non,Flandre-Orientale
5101,Erpent,Oui,Namur
6441,Erpion,Oui,Hainaut
3071,Erps-Kwerps,Oui,Brabant Flamand
6560,ERQUELINNES,Non,Hainaut
7387,Erquennes,Oui,Hainaut
9940,Ertvelde,Oui,Flandre-Orientale
9620,Erwetegem,Oui,Flandre-Orientale
7760,Escanaffles,Oui,Hainaut
8600,Esen,Oui,Flandre-Occidentale
4130,ESNEUX,Non,Liège
8587,Espierres,Oui,Flandre-Occidentale
8587,ESPIERRES-HELCHIN,Non,Flandre-Occidentale
7502,Esplechin,Oui,Hainaut
7743,Esquelmes,Oui,Hainaut
2910,ESSEN,Non,Anvers
1790,Essene,Oui,Brabant Flamand
7730,Estaimbourg,Oui,Hainaut
7730,ESTAIMPUIS,Non,Hainaut
7120,ESTINNES,Non,Hainaut
7120,Estinnes-Au-Mont,Oui,Hainaut
7120,Estinnes-Au-Val,Oui,Hainaut
6740,ETALLE,Non,Luxembourg
6760,Ethe,Oui,Luxembourg
9680,Etikhove,Oui,Flandre-Orientale
8460,Ettelgem,Oui,Flandre-Occidentale
1040,ETTERBEEK,Non,Bruxelles (19 communes)
7080,Eugies,Oui,Hainaut
4700,EUPEN,Non,Liège
4631,Evegnée,Oui,Liège
5350,Evelette,Oui,Namur
9660,Everbeek,Oui,Flandre-Orientale
3078,Everberg,Oui,Brabant Flamand
1140,EVERE,Non,Bruxelles (19 communes)
9940,EVERGEM,Non,Flandre-Orientale
7730,Evregnies,Oui,Hainaut
5530,Evrehailles,Oui,Namur
4731,Eynatten,Oui,Liège
3400,Ezemaal,Oui,Brabant Flamand
5600,Fagnolle,Oui,Namur
4317,FAIMES,Non,Liège
5522,Falaen,Oui,Namur
5060,Falisolle,Oui,Namur
4260,Fallais,Oui,Liège
5500,Falmagne,Oui,Namur
5500,Falmignoul,Oui,Namur
7181,Familleureux,Oui,Hainaut
6240,FARCIENNES,Non,Hainaut
5340,Faulx-Les-Tombes,Oui,Namur
7120,Fauroeulx,Oui,Hainaut
6637,FAUVILLERS,Non,Luxembourg
4950,Faymonville,Oui,Liège
6856,Fays-Les-Veneurs,Oui,Luxembourg
